"genus","species","newcarabids_author_carabids_source","newcarabids_comment_carabids_source","newcarabids_referencebodysize_carabids_source","newcarabids_referenceclassification_carabids_source","newcarabids_referencedistribution_carabids_source","newcarabids_referenceeyesize_carabids_source","newcarabids_referencehabitatpreference_carabids_source","newcarabids_referencehwd_carabids_source","newcarabids_referencetrophiclevel_carabids_source","newmartin2019_authority_martin2019_source","newtamburini_source.of.pest.trait.information_tamburini_source","newglobalants_contributor_globalants_source","newarthropodtraits_author_arthropodtraits_source","newcarabids_referencehibernation_carabids_source","newcarabids_referencehuntingabilities_carabids_source","newsesync_citation_sesync_source","newemerystickytrap_literature_emerysticky_source","newemerystickytrap_litforsize_emerysticky_source","newcarabids_referenceactivitytime_carabids_source","newcarabids_referencereproduction_carabids_source","newemerypitfalltrap_literature_emerypit_source"
"harpalus","subcylindricus","Dejean","Lindroth 1985/86: 356","Freude et al. 2006: 382","Löbl & Smetana 2003","Löbl & Smetana 2003","Freude et al. 2006: 382","GAC Ed. 2009",NA,"Freude et al. 2006: 382","Reiche 1850",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"harpalus","sulphuripes","Germar","Antoine 1959: 400","Freude et al. 2006: 373","Löbl & Smetana 2003","Löbl & Smetana 2003","Freude et al. 2006: 373",NA,"Turin 2000: 482","Freude et al. 2006: 373",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"harpalus","tardus","Panzer",NA,"Freude et al. 2006: 386","Löbl & Smetana 2003","Lindroth 1961","Freude et al. 2006: 386","GAC Ed. 2009","Lindroth 1985/86: 362","S. Siegl pers. comm.","Panzer 1796",NA,NA,NA,NA,"S. Siegl pers. comm.",NA,NA,NA,NA,NA,NA
"harpalus","tenebrosus","Dejean",NA,"Antoine 1959: 401","Löbl & Smetana 2003","Löbl & Smetana 2003","Antoine 1959: 401","GAC Ed. 2009","Antoine 1959: 401","Antoine 1959: 401",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"harpalus","zabroides","Dejean",NA,"Freude et al. 2006: 362","Löbl & Smetana 2003","Löbl & Smetana 2003","Freude et al. 2006: 362","GAC Ed. 2009","Jeannel 1942a: 687","Freude et al. 2006: 362",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"helicoverpa","armigera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Liu 2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"helopeltis","sulawesi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stonedahl 1991 Entwistle 1972",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"himacerus","apterus",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fabricius 1798",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"himacerus","major",NA,NA,NA,NA,NA,NA,NA,NA,NA,"A. Costa 1842",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"himacerus","mirmicoides",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Costa 1834",NA,NA,"O. Costa 1834",NA,NA,NA,NA,NA,NA,NA,NA
"hippodamia","convergens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Serra2013","coccinellidae.cl",NA,NA,NA
"hippodamia","notata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Laicharting 1781",NA,NA,NA,NA,NA,NA,NA,NA
"hippodamia","tredecimpunctata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Linneaus 1758",NA,NA,NA,NA,NA,NA,NA,NA
"hippodamia","variegata",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Goeze 1777",NA,NA,"Goeze 1777",NA,NA,NA,"Serra2013","coccinellidae.cl",NA,NA,NA
"histopona","torpida",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Koch 1837",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hylotrupes","bajulus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hypera","arator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Linneaus 1758",NA,NA,NA,NA,NA,NA,NA,NA
"hypera","meles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fabricius 1792",NA,NA,NA,NA,NA,NA,NA,NA
"hypera","nigrirostris",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fabricius 1775",NA,NA,"Fabricius 1775",NA,NA,NA,NA,NA,NA,NA,NA
"hypera","plantaginis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"De Geer 1775",NA,NA,NA,NA,NA,NA,NA,NA
"hypera","postica",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gyllenhal 1813","Kogan et al. 1999 www.cabi.org",NA,"Gyllenhal 1813",NA,NA,NA,NA,NA,NA,NA,NA
"hypera","rumicis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Linneaus 1758",NA,NA,NA,NA,NA,NA,NA,NA
"hypera","suspiciosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Herbst 1795",NA,NA,NA,NA,NA,NA,NA,NA
"hypera","zoilus",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Scopoli 1763",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hyperaspis","conclusa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Serra2013","coccinellidae.cl",NA,NA,NA
"hyperaspis","elegantissima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://www.coccinellidae.cl/paginasWebArg/Paginas/Hyperaspis_elegantissima_Arg.php","coccinellidae.cl",NA,NA,NA
"hyperaspis","festiva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Serra2013","coccinellidae.cl",NA,NA,NA
"hyperaspis","gordoni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Serra2013","coccinellidae.cl",NA,NA,NA
"hyperaspis","longula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://www.coccinellidae.cl/paginasWebTribus/Hyperaspidini/Paginas/Hyperaspis_longula.html","coccinellidae.cl",NA,NA,NA
"hyperaspis","matronata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://www.coccinellidae.cl/paginasWebTribus/Hyperaspidini/Paginas/Hyperaspis_matronata.html","coccinellidae.cl",NA,NA,NA
"hyperaspis","sp13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.coccinellidae.cl/paginasWebArg/Paginas/Hyperaspis_sp_13_Arg.php","coccinellidae.cl",NA,NA,NA
"hyperaspis","sp19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.coccinellidae.cl/paginasWebArg/Paginas/Hyperaspis_sp_19_Arg.php","coccinellidae.cl",NA,NA,NA
"hypoponera","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bishop Tom Rhys",NA,NA,NA,NA,NA,NA,NA,NA,NA
"hypoponera","113",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fayle Tom",NA,NA,NA,NA,NA,NA,NA,NA,NA
"hypoponera","39",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fayle Tom",NA,NA,NA,NA,NA,NA,NA,NA,NA
"hypoponera","80",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fayle Tom",NA,NA,NA,NA,NA,NA,NA,NA,NA
"hypoponera","JTL013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Donoso David",NA,NA,NA,NA,NA,NA,NA,NA,NA
"hypoponera","antcnp_sp2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Donoso David",NA,NA,NA,NA,NA,NA,NA,NA,NA
"hypoponera","cf. confinis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plowman Nichola",NA,NA,NA,NA,NA,NA,NA,NA,NA
"hypoponera","eduardi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GÛmez Crisanto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"hypoponera","inexorata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gibb Heloise",NA,NA,NA,NA,NA,NA,NA,NA,NA
"hypoponera","opacior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gibb Heloise",NA,NA,NA,NA,NA,NA,NA,NA,NA
"hypoponera","parva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Donoso David",NA,NA,NA,NA,NA,NA,NA,NA,NA
"hypoponera","sabrone",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plowman Nichola",NA,NA,NA,NA,NA,NA,NA,NA,NA
"hypoponera","sp. 04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Heraldo L. Vasconcelos & Renata Pacheco",NA,NA,NA,NA,NA,NA,NA,NA,NA
"hypoponera","sp.02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Heraldo L. Vasconcelos & Renata Pacheco",NA,NA,NA,NA,NA,NA,NA,NA,NA
"hypoponera","sp.03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Heraldo L. Vasconcelos & Renata Pacheco",NA,NA,NA,NA,NA,NA,NA,NA,NA
"hypoponera","sp.10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baccaro Fabricio",NA,NA,NA,NA,NA,NA,NA,NA,NA
"hypoponera","sp.11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baccaro Fabricio",NA,NA,NA,NA,NA,NA,NA,NA,NA
"hypoponera","sp.12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baccaro Fabricio",NA,NA,NA,NA,NA,NA,NA,NA,NA
"hypoponera","sp.13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baccaro Fabricio",NA,NA,NA,NA,NA,NA,NA,NA,NA
"hypoponera","sp.14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baccaro Fabricio",NA,NA,NA,NA,NA,NA,NA,NA,NA
"hypoponera","sp.15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baccaro Fabricio",NA,NA,NA,NA,NA,NA,NA,NA,NA
"hypoponera","sp.16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baccaro Fabricio",NA,NA,NA,NA,NA,NA,NA,NA,NA
"hypoponera","sp.17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baccaro Fabricio",NA,NA,NA,NA,NA,NA,NA,NA,NA
"hypoponera","sp.18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baccaro Fabricio",NA,NA,NA,NA,NA,NA,NA,NA,NA
"hypoponera","sp.19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baccaro Fabricio",NA,NA,NA,NA,NA,NA,NA,NA,NA
"hypoponera","sp.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baccaro Fabricio",NA,NA,NA,NA,NA,NA,NA,NA,NA
"hypoponera","sp.20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baccaro Fabricio",NA,NA,NA,NA,NA,NA,NA,NA,NA
"hypoponera","sp.21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baccaro Fabricio",NA,NA,NA,NA,NA,NA,NA,NA,NA
"hypoponera","sp.22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baccaro Fabricio",NA,NA,NA,NA,NA,NA,NA,NA,NA
"hypoponera","sp.23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baccaro Fabricio",NA,NA,NA,NA,NA,NA,NA,NA,NA
"hypoponera","sp.24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baccaro Fabricio",NA,NA,NA,NA,NA,NA,NA,NA,NA
"hypoponera","sp.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baccaro Fabricio",NA,NA,NA,NA,NA,NA,NA,NA,NA
"hypoponera","sp.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baccaro Fabricio",NA,NA,NA,NA,NA,NA,NA,NA,NA
"hypoponera","sp.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baccaro Fabricio",NA,NA,NA,NA,NA,NA,NA,NA,NA
"hypoponera","sp.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baccaro Fabricio",NA,NA,NA,NA,NA,NA,NA,NA,NA
"hypoponera","sp.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baccaro Fabricio",NA,NA,NA,NA,NA,NA,NA,NA,NA
"hypoponera","sp.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baccaro Fabricio",NA,NA,NA,NA,NA,NA,NA,NA,NA
"hypothenemus","hampei",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Damon 2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ichneumonidae","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Latreille 1802",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ilyobates","propinquus",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aubé 1850",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ilyobates","subopacus",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Palm 1935",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"jacksonella","falconeri",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jackson 1908",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"judolia","sexmaculata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"labidus","coecus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Heraldo L. Vasconcelos & Renata Pacheco",NA,NA,NA,NA,NA,NA,NA,NA,NA
"labidus","praedator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Heraldo L. Vasconcelos & Renata Pacheco",NA,NA,NA,NA,NA,NA,NA,NA,NA
"lachnomyrmex","plaumanni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baccaro Fabricio",NA,NA,NA,NA,NA,NA,NA,NA,NA
"laemostenus","terricola","Herbst",NA,"Freude et al. 2006: 294","Löbl & Smetana 2003","Löbl & Smetana 2003","Freude et al. 2006: 294","GAC Ed. 2009","Turin 2000: 360 Barndt et al. 1991: 254",NA,"Herbst 1784",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"lamia","textor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"larinioides","cornutus",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clerck 1757",NA,NA,"Clerck 1757",NA,NA,NA,NA,NA,NA,NA,NA
"larinioides","suspicax",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cambridge 1876",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"lathrobium","brunnipes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fabricius 1793",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"lathrobium","fulvipenne",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gravenhorst 1806",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"lathrobium","longulum",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gravenhorst 1802",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"lathrobium","multipunctum",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gravenhorst 1802",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"lathrobium","pallidipenne",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hochhuth 1851",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"lathrobium","pallidum",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nordmann 1837",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"lathrobium","quadratum",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Paykull 1789",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"lathrobium","volgense",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hochhuth 1851",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"leioderes","kollari",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"leiopus","nebulosus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"leiopus","punctulatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"leistus","ferrugineus","Linn",NA,"Freude et al. 2006: 70","Löbl & Smetana 2003","Löbl & Smetana 2003","Freude et al. 2006: 70","GAC Ed. 2009","Freude et al. 2006: 70","Freude et al. 2006: 70","Dejean 1831",NA,NA,NA,"Freude et al. 2006: 70","Freude et al. 2006: 70",NA,NA,NA,"Freude et al. 2006: 70",NA,NA
"leistus","fulvibarbis","Dejean",NA,"Turin 2000: 172","Löbl & Smetana 2003","Löbl & Smetana 2003","Freude et al. 2006: 69","GAC Ed. 2009","Turin 2000: 172","Freude et al. 2006: 69","Dejean 1826",NA,NA,NA,"Freude et al. 2006: 69","Freude et al. 2006: 69",NA,NA,NA,NA,NA,NA
"leistus","montanus","Stephens",NA,"Freude et al. 2006: 67","Löbl & Smetana 2003","Löbl & Smetana 2003","Freude et al. 2006: 67","GAC Ed. 2009","Freude et al. 2006: 67","Freude et al. 2006: 67",NA,NA,NA,NA,"Freude et al. 2006: 67","Freude et al. 2006: 67",NA,NA,NA,NA,NA,NA
"leistus","nitidus","Duftschmid",NA,"Freude et al. 2006: 69","Löbl & Smetana 2003","Löbl & Smetana 2003","Freude et al. 2006: 69","GAC Ed. 2009","Freude et al. 2006: 69 brachypter Jeannel 1941: 181 makropter","Freude et al. 2006: 69",NA,NA,NA,NA,"Freude et al. 2006: 69","Freude et al. 2006: 69",NA,NA,NA,NA,NA,NA
"leistus","piceus","Frölich","Perrault 1979 Freude et al. 2006: 69","Freude et al. 2006: 70","Löbl & Smetana 2003","Löbl & Smetana 2003","Freude et al. 2006: 70","GAC Ed. 2009","Freude et al. 2006: 70","Freude et al. 2006: 70",NA,NA,NA,NA,"Freude et al. 2006: 70","Freude et al. 2006: 70",NA,NA,NA,NA,NA,NA
"leistus","rufomarginatus","Duftschmid",NA,"Freude et al. 2006: 66","Löbl & Smetana 2003","Löbl & Smetana 2003","Freude et al. 2006: 66v","GAC Ed. 2009","Freude et al. 2006: 66","Freude et al. 2006: 66",NA,NA,NA,NA,"Freude et al. 2006: 66","Freude et al. 2006: 66",NA,NA,NA,NA,NA,NA
"leistus","spinibarbis","Fabricius","Chatenet 2005: 170","Freude et al. 2006: 67","Löbl & Smetana 2003","Löbl & Smetana 2003","Freude et al. 2006: 67","GAC Ed. 2009","Freude et al. 2006: 67","Freude et al. 2006: 67",NA,NA,NA,NA,"Freude et al. 2006: 67","Freude et al. 2006: 67",NA,NA,NA,NA,NA,NA
"leistus","terminatus","Panzer",NA,"Freude et al. 2006: 70","Löbl & Smetana 2003","Löbl & Smetana 2003","Freude et al. 2006: 70","GAC Ed. 2009","Freude et al. 2006: 70","Freude et al. 2006: 70",NA,NA,NA,NA,"Freude et al. 2006: 70","Freude et al. 2006: 70",NA,NA,NA,"Freude et al. 2006: 70",NA,NA
"lepidoptera","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Linnaeus 1758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"lepthyphantes","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Menge 1866",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"leptinotarsa","decemlineata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"leptogenys","120",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fayle Tom",NA,NA,NA,NA,NA,NA,NA,NA,NA
"leptogenys","139",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fayle Tom",NA,NA,NA,NA,NA,NA,NA,NA,NA
"leptogenys","140",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fayle Tom",NA,NA,NA,NA,NA,NA,NA,NA,NA
"leptogenys","143",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fayle Tom",NA,NA,NA,NA,NA,NA,NA,NA,NA
"leptogenys","146",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fayle Tom",NA,NA,NA,NA,NA,NA,NA,NA,NA
"leptogenys","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fayle Tom",NA,NA,NA,NA,NA,NA,NA,NA,NA
"leptogenys","160",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fayle Tom",NA,NA,NA,NA,NA,NA,NA,NA,NA
"leptogenys","67",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fayle Tom",NA,NA,NA,NA,NA,NA,NA,NA,NA
"leptogenys","68",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fayle Tom",NA,NA,NA,NA,NA,NA,NA,NA,NA
"leptogenys","77",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fayle Tom",NA,NA,NA,NA,NA,NA,NA,NA,NA
"leptogenys","diminuta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fayle Tom",NA,NA,NA,NA,NA,NA,NA,NA,NA
"leptogenys","exigua",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gibb Heloise",NA,NA,NA,NA,NA,NA,NA,NA,NA
"leptogenys","intermedia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bishop Tom Rhys",NA,NA,NA,NA,NA,NA,NA,NA,NA
"leptogenys","kitteli",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Staab Michael",NA,NA,NA,NA,NA,NA,NA,NA,NA
"leptogenys","rufida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Staab Michael",NA,NA,NA,NA,NA,NA,NA,NA,NA
"leptogenys","sp._nr._conigera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gibb Heloise",NA,NA,NA,NA,NA,NA,NA,NA,NA
"leptura","quadrifasciata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"lepturalia","nigripes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"lepturobosca","virens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"licinus","cassideus","Fabricius",NA,"Bonavita et al. 2003: 404","Löbl & Smetana 2003","Löbl & Smetana 2003","Freude et al. 2006: 430","GAC Ed. 2009","Freude et al. 2006: 430","Freude et al. 2006: 430",NA,NA,NA,NA,"Freude et al. 2006: 430","Freude et al. 2006: 430",NA,NA,NA,"Freude et al. 2006",NA,NA
"licinus","depressus","Paykull","Apfelbeck 1904: 49 Freude et al. 2006: 68","Turin 2000: 531","Löbl & Smetana 2003","Löbl & Smetana 2003","Freude et al. 2006","GAC Ed. 2009","Lindroth 1985/86: 402","Freude et al. 2006",NA,NA,NA,NA,"Freude et al. 2006","Freude et al. 2006",NA,NA,NA,"Freude et al. 2006",NA,NA
"licinus","hoffmannseggii","Panzer","Wrase 1998: 202","Freude et al. 2006: 429","Löbl & Smetana 2003","Löbl & Smetana 2003","Freude et al. 2006: 429","GAC Ed. 2009","Freude et al. 2006: 429","Freude et al. 2006: 429",NA,NA,NA,NA,"Freude et al. 2006: 429","Freude et al. 2006: 429",NA,NA,NA,"Freude et al. 2006",NA,NA
"licinus","oblongus","Dejean",NA,"Jeannel 1942a: 997","Löbl & Smetana 2003","Löbl & Smetana 2003","Freude et al. 2006",NA,"Jeannel 1942a: 997","Freude et al. 2006",NA,NA,NA,NA,"Freude et al. 2006","Freude et al. 2006",NA,NA,NA,"Freude et al. 2006",NA,NA
"liocranoeca","striata",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ski 1882",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"lionychus","quadrillum","Duftschmid",NA,"Freude et al. 2006: 472","Löbl & Smetana 2003","Löbl & Smetana 2003","Freude et al. 2006: 472","GAC Ed. 2009","Lindroth 1985/86: 437",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"liriomyza","huidobrensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pitkin et al. 2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"liriomyza","sativae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pitkin et al. 2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"lobesia","botrana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ioriatti et al. 2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"loricera","pilicornis","Fabricius","autumn breeder","Lindroth 1985/86: 90","Löbl & Smetana 2003","Löbl & Smetana 2003","Lindroth 1985/86: 90","GAC Ed. 2009","Lindroth 1985/86: 90","Lindroth 1985/86: 90","Fabricius 1775",NA,NA,NA,"Lindroth 1985/86: 90","Lindroth 1985/86: 90",NA,NA,NA,NA,NA,NA
"lygus","gemellatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Schaeffer 1835",NA,NA,"Herrich-Sch‰ffer 1835",NA,NA,NA,NA,NA,NA,NA,NA
"lygus","hesperus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kelton 1975 Scott 1977 Sivakoff et al. 2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"lygus","lineolaris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Young 1986",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"lygus","pratensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Linnaeus 1758",NA,NA,"Linnaeus 1758",NA,NA,NA,NA,NA,NA,NA,NA
"lygus","rugulipennis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Poppius 1911",NA,NA,"Poppius 1911",NA,NA,NA,NA,NA,NA,NA,NA
"lygus","wagneri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Remane 1955",NA,NA,NA,NA,NA,NA,NA,NA
"macrocentrus","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Curtis 1833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"macrosiphum","euphorbiae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Capinera 2011 www.cabi.org",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
