genus,species,invasive.to.political.region1_globalants_invasive,contributor_globalants_source,caste_globalants_other,whole.body.length..mm._globalants_body,colony.type_globalants_other,activity_globalants_other,diet_globalants_feeding,political.region1_globalants_invasive,continent_globalants_invasive
solenopsis,antcnp_sp3,Native*,"Donoso, David",Worker,Not in paper,Monodomous (1),Diurnal (1),Generalist (2),Not in paper,Not in paper
solenopsis,JTsp1,Native*,"Donoso, David",Worker,1.1,Monodomous (1),Diurnal (1),Generalist (2),Not in paper,Not in paper
solenopsis,JTsp1,Native*,"Donoso, David",Worker,Not in paper,Monodomous (1),Diurnal (1),Generalist (2),Not in paper,Not in paper
solenopsis,lash4,Native*,"Donoso, David",Worker,1.3,Monodomous (1),Diurnal (1),Generalist (2),Not in paper,Not in paper
solenopsis,lash4,Native*,"Donoso, David",Worker,1.4,Monodomous (1),Diurnal (1),Generalist (2),Not in paper,Not in paper
solenopsis,lash6,Native*,"Donoso, David",Worker,Not in paper,Monodomous (1),Diurnal (1),Generalist (2),Not in paper,Not in paper
solenopsis,lash6,Native*,"Donoso, David",Worker,1.2,Monodomous (1),Diurnal (1),Generalist (2),Not in paper,Not in paper
solenopsis,picea,Native*,"Donoso, David",Worker,Not in paper,Monodomous (1),Diurnal (1),Generalist (2),Not in paper,Not in paper
solenopsis,picea,Native*,"Donoso, David",Worker,1.9,Monodomous (1),Diurnal (1),Generalist (2),Not in paper,Not in paper
solenopsis,subterranea,Native*,"Donoso, David",Worker,Not in paper,Monodomous (1),Diurnal (1),Generalist (2),Not in paper,Not in paper
solenopsis,terricola,Native*,"Donoso, David",Worker,1.2,Monodomous (1),Diurnal (1),Generalist (2),Not in paper,Not in paper
solenopsis,terricola,Native*,"Donoso, David",Worker,Not in paper,Monodomous (1),Diurnal (1),Generalist (2),Not in paper,Not in paper
solenopsis,terricola,Native*,"Donoso, David",Worker,Not in paper,Monodomous (1),Diurnal (1),Generalist (2),Not in paper,Not in paper
solenopsis,yellow,Native*,"Donoso, David",Worker,Not in paper,Monodomous (1),Diurnal (1),Generalist (2),Not in paper,Not in paper
solenopsis,yellow,Native*,"Donoso, David",Worker,1.6,Monodomous (1),Diurnal (1),Generalist (2),Not in paper,Not in paper
solenopsis,sp.01,Native*,Heraldo L. Vasconcelos & Renata Pacheco,Worker,Not in paper,Not in paper,Not in paper,Not in paper,Brazil,South America
solenopsis,sp.04,Native*,Heraldo L. Vasconcelos & Renata Pacheco,Worker,Not in paper,Not in paper,Not in paper,Not in paper,Brazil,South America
solenopsis,sp.06,Native*,Heraldo L. Vasconcelos & Renata Pacheco,Worker,Not in paper,Not in paper,Not in paper,Not in paper,Brazil,South America
solenopsis,sp. 07,Native*,Heraldo L. Vasconcelos & Renata Pacheco,Worker,Not in paper,Not in paper,Not in paper,Not in paper,Brazil,South America
solenopsis,sp.14,Native*,Heraldo L. Vasconcelos & Renata Pacheco,Worker,Not in paper,Not in paper,Not in paper,Not in paper,Brazil,South America
solenopsis,sp.04,Native*,Heraldo L. Vasconcelos & Renata Pacheco,Worker,Not in paper,Not in paper,Not in paper,Not in paper,Brazil,South America
solenopsis,sp.06,Native*,Heraldo L. Vasconcelos & Renata Pacheco,Worker,Not in paper,Not in paper,Not in paper,Not in paper,Brazil,South America
solenopsis,sp.12,Native*,Heraldo L. Vasconcelos & Renata Pacheco,Worker,Not in paper,Not in paper,Not in paper,Not in paper,Brazil,South America
solenopsis,substituta,Native*,Heraldo L. Vasconcelos & Renata Pacheco,Worker,Not in paper,Not in paper,Not in paper,Not in paper,Brazil,South America
solenopsis,tridens,Native*,Heraldo L. Vasconcelos & Renata Pacheco,Worker,Not in paper,Not in paper,Not in paper,Not in paper,Brazil,South America
strumigenys,1,Native*,"Bishop, Tom Rhys",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
strumigenys,1,Native*,"Bishop, Tom Rhys",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
strumigenys,1,Native*,"Bishop, Tom Rhys",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
strumigenys,1,Native*,"Bishop, Tom Rhys",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
strumigenys,1,Native*,"Bishop, Tom Rhys",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
strumigenys,1,Native*,"Bishop, Tom Rhys",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
strumigenys,7,Native*,"Fayle, Tom",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
strumigenys,35,Native*,"Fayle, Tom",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
strumigenys,79,Native*,"Fayle, Tom",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
strumigenys,151,Native*,"Fayle, Tom",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
strumigenys,godeffroyi,Unknown,"Fayle, Tom",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
strumigenys,treptodens,Native*,"Fayle, Tom",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
strumigenys,emmae,Unknown,"Gibb, Heloise",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
strumigenys,sp.1,Native*,"Baccaro, Fabricio",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
strumigenys,sp.2,Native*,"Baccaro, Fabricio",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
strumigenys,sp.3,Native*,"Baccaro, Fabricio",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
strumigenys,sp.4,Native*,"Baccaro, Fabricio",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
strumigenys,sp.5,Native*,"Baccaro, Fabricio",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
strumigenys,sp.6,Native*,"Baccaro, Fabricio",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
strumigenys,subedentata,Unknown,"Baccaro, Fabricio",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
strumigenys,sp. 2 cf. szalayi,Native*,"Plowman, Nichola",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
strumigenys,sp. 2 cf. szalayi,Native*,"Plowman, Nichola",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
strumigenys,sp. 2 cf. szalayi,Native*,"Plowman, Nichola",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
strumigenys,sp. 2 cf. szalayi,Native*,"Plowman, Nichola",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
strumigenys,sp. 2 cf. szalayi,Native*,"Plowman, Nichola",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
strumigenys,cf. racabura,Native*,"Plowman, Nichola",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
strumigenys,cf. racabura,Native*,"Plowman, Nichola",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
