presence_emerysticky_other,subclase_emerysticky_other,order_emerysticky_other,superfamily_emerysticky_other,family_emerysticky_other,subfamily_emerysticky_other,tribe_emerysticky_other,genus,species,number_emerysticky_other,location_emerysticky_other,dietbreadth_emerysticky_feeding,trophiclevel_emerysticky_feeding,functionalgroup_emerysticky_other,habitat_emerysticky_habitat,diet_emerysticky_feeding,moreinfo_emerysticky_other,nat_inv_un_emerysticky_invasive,countryconfirmed_emerysticky_invasive,literature_emerysticky_source,size_mm.min._emerysticky_body,size_mm.largestifrange._emerysticky_body,onesize_mm_emerysticky_body,litforsize_emerysticky_source
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,1,D2,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,1,E3,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,2,"C4,K2",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,1,J1,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,1,C2,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,2,"D2,F2",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,2,"A1,D2",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,1,"F2,I4,L2",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,2,"D3,F2",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,3,"A2,J3,L3",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,1,K2,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,2,"C4,I1",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,1,I2,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,1,D3,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,1,L2,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,1,L1,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,1,F3,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,1,F2,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,1,"L2,N1",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,1,E4,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,1,M1,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,2,"J4,L1",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,3,"E1,L2,M2",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,1,C2,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,1,E2,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,1,F2,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,2,"E2,F3",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,2,"L2,L4",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,7,"C2,D3,E1,E2,H4,I2,L4",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,1,E4,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,1,K1,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,1,D3,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,1,M1,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,1,K2,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,1,L1,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,1,F3,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,3,"H4,J3,L1",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,2,"E2,L1",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,13,"B2,C1,C2,C3,E1,I1,I2,J4,K1",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,47,,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,20,,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,7,"B2,B3,C2,C3,I2,K3,L3",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,30,"B1,B2,C1,C2,D1,D2,E1,E2,I2,J2,K4,M1,M2",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,6,"D3,I2,K3,L2",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,19,"B3,B4,C2,D3,D4,E1,E2,E3,I1,J2,K1,L2,L4",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,32,"D1,D2,D3,E2,F1,F2,F3,G1,G3,H2,I2,I4,J1,J2,J3,K1,K3,K4,L1,L3,L4,M2,N1",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,36,"B2,B3,C1,C2,C3,C4,D1,D2,D3,E2,F1,F2,F3,F4,G2,G3,G4,I3,K2,L3,M1,M3",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,5,"B3,D3,E3,K1",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,12,"B3,C1,C4,D3,D4,E2,J1,J3,K2,M1,M4",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,45,"A3,A4,B1,C2,C3,C4,E1,E2,F1,F2,F3,F4,G2,H3,J1,J4,K1,K2,K3,L1,L2,L4,M1,M3",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,5,"C4,F3,I4,K4",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,51,"A1,B1,B2,B3,C1,C4,D2,D3,D4,E1,E2,E3,E4,F1,F2,F4,I4,J3,J4,K1,K2,K3,L1,L3,M1,M4",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,120,everywhere,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,4,"D2,I4,J4,K1",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,27,"B1,B2,B3,C4,D4,E2,E3,E4,I1,J1,K1,K2,L1,L2,L3,L4,M2,M3,M4",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,72,,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,2,"F2,I3",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,8,"C4,D2,D4,F1,J4,K3,K4",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,3,"B2,C2,H2",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,2,"K2,K3",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,9,"D1,F2,H2,J3,K1,K3,L4",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,2,"E2,J1",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,3,"H1,J1,L2",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,2,"C2,F2",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,1,C1,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,2,"D1,H2",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,3,"G3,I1,L1",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,1,E2,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,6,"C2,C3,C4,G2,I1,K3",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,4,"E2,E1,F3,K2",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,2,"C2,H3",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,1,C2,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,2,"F1,H2",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,2,"D3,L2",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,2,"I2,L2",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,2,"J3,K4",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,1,I4,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,2,"I2,J3",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,1,M2,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,1,C2,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,1,D1,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,1,H2,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,2,"D2,J3",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,3,"B3,D4,K1",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,2,"J3,L2",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,1,H1,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,2,"D2,I3",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,1,E2,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,1,D3,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,1,C1,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,1,I4,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,1,I2,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,1,E1,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,1,M4,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,2,"B1,I4",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,1,K2,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,1,H3,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,1,M1,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,2,"D2,F3",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,2,M3,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,1,H3,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,1,D2,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,2,"K2,L2",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,1,K1,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,1,J3,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,1,I4,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,1,J2,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,3,"A1,E1,L4",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,4,"B3,H2,I3,K1",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,3,"F1,H1",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,2,"D3,E2",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,1,D2,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,1,C2,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,1,M4,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,1,L2,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,1,K3,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,3,"A2,B2,K1",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,3,"I2,K2,L2",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,2,"C1,E1",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,3,"B3,I2,K2",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,1,H2,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,2,"C2,L1",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,1,L3,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,2,"E2,M2",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,3,"D1,D3,J4",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,1,F1,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,1,L2,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
