"","carabidid_carabids_other","subfamily_carabids_other","tribe_carabids_other","subtribe_carabids_other","genus","subgenus_carabids_other","species","author_carabids_source","yearofdesc_carabids_other","region_carabids_other","range_carabids_other","countries_carabids_other","hindwingdevelopment_carabids_other","maxsize_carabids_body","minsize_carabids_body","eyesize_carabids_other","trophiclevel_carabids_feeding","visualhunter_carabids_feeding","snailhunter_carabids_feeding","collembolehunter_carabids_feeding","isopodhunter_carabids_feeding","habitatpreference_carabids_habitat","hibernation_carabids_other","activitystart_carabids_other","activityend_carabids_other","reprospring_carabids_other","reprosummer_carabids_other","reproautumn_carabids_other","reprowinter_carabids_other","comment_carabids_source","isactive_carabids_other","distributionarea_carabids_other","distributioncenterlatitude_carabids_other","distributioncenterlongitude_carabids_other","referenceid_carabids_other","carabididref_carabids_other","referenceclassification_carabids_source","referencedistribution_carabids_source","referencebodysize_carabids_source","referencehwd_carabids_source","referenceeyesize_carabids_source","referencetrophiclevel_carabids_source","referencehuntingabilities_carabids_source","referencehabitatpreference_carabids_source","referencehibernation_carabids_source","referenceactivitytime_carabids_source","referencereproduction_carabids_source","x"
"291",4408,"Scaritinae","Dyschiriini","","dyschirius","Dyschirius","angustatus","Ahrens",1830,"Central Europe","widespread","AU,BE,BH,BU,CZ,DE,EN,FI,FR,GB,GE,GG,GR,HU,IT,LA,MD,NL,NR,NT,PL,RO,SK,ST,SV,SZ,UK","winged",3,2,"25 - 50 %","Predator","checked","","","","1,3,7,8,9","Larva","","","","","",NA,"Jeannel (1937): 245",1,350,51,9,4408,4408,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Jeannel (1941): 263","Jeannel (1941): 263","Freude et al. (2006):99","Lindroth (1985/86)","Hengeveld (1980)","GAC, Ed. (2009)","Lindroth (1985/86)","","",NA
"292",4413,"Scaritinae","Dyschiriini","","dyschirius","Dyschirius","arenosus","Stephens",1827,"Central Europe","widespread","BE,BH,CR,CZ,DE,EN,FI,FR,GB,GE,GG,IR,IT,LA,NL,NR,NT,PL,PT,SK,SP,ST,SV,SZ,TR,UK,YU,MO,KI,SY,WS","winged",4,3,"25 - 50 %","Predator","checked","","","","1,3","Larva","","","","","",NA,"",1,350,51,9,4413,4413,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Lindroth (1985/86): 97","Lindroth (1985/86): 97","Lindroth (1985/86): 97","Lindroth (1985/86)","Hengeveld (1980)","GAC, Ed. (2009)","Lindroth (1985/86)","","",NA
"293",4426,"Scaritinae","Dyschiriini","","dyschirius","Eudyschirius","bonellii","Putzeys",1846,"Central Europe","widespread","AU,CZ,GE,HU,IT,SK,ST,UK,WS","winged",3,3,"25 - 50 %","Predator","checked","","","","5,7","Larva","","","","","",NA,"Jeannel (1941): 385",1,350,51,9,4426,4426,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Freude et al. (2006): 103","Freude et al. (2006): 103","Freude et al. (2006): 103","Lindroth (1985/86)","Hengeveld (1980)","GAC, Ed. (2009)","Lindroth (1985/86)","","",NA
"294",4430,"Scaritinae","Dyschiriini","","dyschirius","Dyschiriodes","chalceus","Erichson",1837,"Central Europe","widespread","AB,BE,BU,CZ,DE,FR,GE,IT,MD,NL,PL,RO,SK,ST,SV,TR,UK,AF,ES,FE,KZ,MG,TM,WS","winged",6,5,"25 - 50 %","Predator","checked","","","","1","Larva","","","","","",NA,"Jeannel (1928): 535",1,350,51,9,4430,4430,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Jeannel (1941): 268","Chatenet (2005): 217","Freude et al. (2006)","Lindroth (1985/86)","Hengeveld (1980)","GAC, Ed. (2009)","Lindroth (1985/86)","","",NA
"295",4441,"Scaritinae","Dyschiriini","","dyschirius","Dyschirius","digitatus","Dejean",1825,"Central Europe","widespread","AU,CZ,GE,HU,IT,MD,PL,RO,SK,UK,YU","winged",4,3,"25 - 50 %","Predator","checked","","","","","Larva","","","","","",NA,"Vigna Taglianti, Genest & Sciaky (1980)",1,350,51,9,4441,4441,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Freude et al. (2006): 95","Freude et al. (2006): 95","Freude et al. (2006): 95","Lindroth (1985/86)","Hengeveld (1980)","","Lindroth (1985/86)","","",NA
"296",4447,"Scaritinae","Dyschiriini","","dyschirius","Chiridysus","extensus","Putzeys",1846,"Central Europe","widespread","AU,BE,BU,CR,GE,HU,IT,SK,UK","winged",5,3,"25 - 50 %","Predator","checked","","","","1","Larva","","","","","",NA,"Jeannel (1928): 537",1,350,51,9,4447,4447,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Freude et al. (2006): 99","Freude et al. (2006): 99","Freude et al. (2006): 99","Lindroth (1985/86)","Hengeveld (1980)","GAC, Ed. (2009)","Lindroth (1985/86)","","",NA
"297",4458,"Scaritinae","Dyschiriini","","dyschirius","Eudyschirius","globosus","Herbst",1784,"Central Europe","widespread","AB,AL,AU,BE,BH,BU,CR,CT,CZ,DE,EN,FI,FR,GB,GE,GG,GR,HU,IR,IT,LA,LS,MC,MD,NL,NR,NT,PL,PT,RO,SL,SK,SP,ST,SV,SZ,TR,UK,YU,AG,MO,ES,FE,IN,JA,KZ,NC,SC,WS","dimorphic",3,2,"25 - 50 %","Predator","checked","","","","1","Larva","","","","","",NA,"Jeannel (1928): 478",1,350,51,9,4458,4458,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Chatenet (2005): 216","Turin (2000): 203, Lindroth (1945): 439, Chatenet (2005): 216","Chatenet (2005): 216","Lindroth (1985/86)","Hengeveld (1980)","GAC, Ed. (2009)","Lindroth (1985/86)","","",NA
"298",4459,"Scaritinae","Dyschiriini","","dyschirius","Eudyschirius","gracilis","Heer",1837,"Central Europe","widespread","CZ,GE,FR,IT,MD,PL,SK,SP,ST,SZ,TM,ES,FE,HEB,JA,HA,KZ","winged",4,3,"25 - 50 %","Predator","checked","","","","","Larva","","","","","",NA,"Jeannel (1931a): 52",1,350,51,9,4459,4459,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Freude et al. (2006): 103","Freude et al. (2006): 103","Freude et al. (2006): 103","Lindroth (1985/86)","Hengeveld (1980)","GAC, Ed. (2009)","Lindroth (1985/86)","","",NA
"299",4470,"Scaritinae","Dyschiriini","","dyschirius","Dyschiriodes","impunctipennis","Dawson",1854,"Central Europe","widespread","BE,CZ,DE,FI,GB,GE,IR,MD,NL,NR,NT,PL,RO,ST,SV,UK,KZ","winged",5,4,"25 - 50 %","Predator","checked","","","","1,4,5","Larva","","","","","",NA,"Giordan & Raffaldi (1983c): 123",1,350,51,9,4470,4470,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Lindroth (1985/86): 100","Lindroth (1985/86): 100","Freude et al. (2006): 100","Lindroth (1985/86)","Hengeveld (1980)","GAC, Ed. (2009)","Lindroth (1985/86)","","",NA
"300",4471,"Scaritinae","Dyschiriini","","dyschirius","Dyschiriodes","intermedius","Putzeys",1846,"Central Europe","widespread","AL,BE,BH,BU,CR,CZ,DE,FR,GE,GR,IT,MD,NL,NT,PL,RO,SK,ST,SV,SZ,UK,YU","winged",3,2,"25 - 50 %","Predator","checked","","","","1,3,4,8,9","Larva","","","","","",NA,"Jeannel (1928): 622",1,350,51,9,4471,4471,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Jeannel (1941): 267","Jeannel (1941): 267","Jeannel (1941): 267","Lindroth (1985/86)","Hengeveld (1980)","GAC, Ed. (2009)","Lindroth (1985/86)","","",NA
"301",4475,"Scaritinae","Dyschiriini","","dyschirius","Dyschiriodes","laeviusculus","Putzeys",1846,"Central Europe","widespread","AU,BE,BU,BY,CZ,FR,GE,IT,MD,PL,RO,SK,ST,SZ,TR,UK,TR","winged",3,2,"25 - 50 %","Predator","checked","","","","1,3,4,9","Larva","","","","","",NA,"Giordan & Raffaldi (1983a): 36",1,350,51,9,4475,4475,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Jeannel (1941): 265, Lindroth (1985/86): 105","Jeannel (1941): 265, Lindroth (1985/86): 105","Jeannel (1941): 265, Lindroth (1985/86): 105","Lindroth (1985/86)","Hengeveld (1980)","GAC, Ed. (2009)","Lindroth (1985/86)","","",NA
"302",4488,"Scaritinae","Dyschiriini","","dyschirius","Dyschiriodes","neresheimeri","Wagner",1915,"Central Europe","widespread","CT,EN,GE,LA,LT,NL,PL,ST,SV,UK,KZ","winged",5,5,"25 - 50 %","Predator","checked","","","","3,8","Larva","","","","","",NA,"Jeannel (1928): 438",1,350,51,9,4488,4488,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Lindroth (1985/86): 99","Lindroth (1985/86): 99","Freude et al. (2006): 100","Lindroth (1985/86)","Hengeveld (1980)","GAC, Ed. (2009)","Lindroth (1985/86)","","",NA
"303",4491,"Scaritinae","Dyschiriini","","dyschirius","Dyschiriodes","nitidus","Dejean",1825,"Central Europe","widespread","AU,BE,BU,CZ,FI,FR,GB,GE,GR,IT,LA,MA,MD,NL,PL,RO,SK,ST,SZ,TR,UK,YU,AG,FE,KZ,MG,UZ,TM,KI,IN","winged",5,4,"25 - 50 %","Predator","checked","","","","1,3","Larva","","","","","",NA,"",1,350,51,9,4491,4491,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Freude et al. (2006): 100","Barndt et al. (1991): 253","Freude et al. (2006): 100","Lindroth (1985/86)","Hengeveld (1980)","GAC, Ed. (2009)","Lindroth (1985/86)","","",NA
"304",4494,"Scaritinae","Dyschiriini","","dyschirius","Dyschirius","obscurus","Gyllenhal",1827,"Central Europe","widespread","AU,BE,DE,EN,FI,FR,GB,GE,GG,IR,LA,NL,NR,NT,PL,ST,SV,UK,ES,KZ,TM,UZ,WS","winged",5,3,"25 - 50 %","Predator","checked","","","","1,3","Larva","","","","","",NA,", Wespentaille",1,350,51,9,4494,4494,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Lindroth (1985/86): 98, Jeannel (1941): 264","Lindroth (1985/86): 98, Jeannel (1941): 264","Lindroth (1985/86): 98, Jeannel (1941): 264","Lindroth (1985/86)","Hengeveld (1980)","GAC, Ed. (2009)","Lindroth (1985/86)","","",NA
"305",4508,"Scaritinae","Dyschiriini","","dyschirius","Eudyschirius","rufipes","Dejean",1825,"Central Europe","widespread","AB,BH,CR,CZ,GE,GG,GR,MD,PL,SK,RO,ST,UK,KZ,WS","shortwinged",3,2,"25 - 50 %","Predator","checked","","","","","Larva","","","","","",NA,"Maran (1936): 153, Wespentaille",1,350,51,9,4508,4508,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Lindroth (1945): 452, Freude et al. (2006): 97","Lindroth (1945): 452, Freude et al. (2006): 97","Freude et al. (2006): 97","Lindroth (1985/86)","Hengeveld (1980)","","Lindroth (1985/86)","","",NA
"306",4514,"Scaritinae","Dyschiriini","","dyschirius","Eudyschirius","semistriatus","Dejean",1825,"Central Europe","widespread","FR,GE,NL,PT,RO,SP,MO","winged",4,3,"25 - 50 %","Predator","checked","","","","","Larva","","","","","",NA,"",1,350,51,9,4514,4514,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Turin (2000): 214, Freude et al. (2006): 96","Turin (2000): 214, Freude et al. (2006): 96","Freude et al. (2006): 96","Lindroth (1985/86)","Hengeveld (1980)","","Lindroth (1985/86)","","",NA
"307",4530,"Scaritinae","Dyschiriini","","dyschirius","Dyschiriodes","tristis","Stephens",1827,"Central Europe","widespread","BE,BU,CZ,DE,EN,FI,FR,GB,GE,GG,IR,IT,MD,NL,NR,NT,PL,SK,ST,SV,UK,ES,HEI,JA,KZ,NC,WS","winged",4,3,"25 - 50 %","Predator","checked","","","","1,3,4","Larva","","","","","",NA,"",1,350,51,9,4530,4530,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Freude et al. (2006): 102","Barndt et al. (1991): 253","Freude et al. (2006): 102","Lindroth (1985/86)","Hengeveld (1980)","GAC, Ed. (2009)","Lindroth (1985/86)","","",NA
"309",4548,"Elaphrinae","Elaphrini","","elaphrus","Elaphroterus","aureus","P. M",1821,"Central Europe","widespread","AU,BE,BH,BU,CR,CZ,EN,FR,GE,HU,IT,LA,LT,MC,MD,NL,PL,RO,SK,ST,SZ,UK,YU","winged",7,5,"25 - 50 %","Predator","checked","","checked","","3,5","Imago","","","","","",NA,"",1,350,51,9,4548,4548,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Freude et al. (2006): 88","Chatenet (2005): 203","Bauer (1974)","Bauer (1974)","Bauer (1974)","GAC, Ed. (2009)","Bauer (1974)","","",NA
"310",4550,"Elaphrinae","Elaphrini","","elaphrus","Neoelaphrus","cupreus","Duftschmid",1812,"Central Europe","widespread","AU,BE,BH,CT,CZ,DE,EN,FI,FR,GB,GE,HU,IR,IT,LA,LT,NL,NR,NT,PL,SK,ST,SV,SZ,UK,ES,FE,KI,KZ,NE,WS","winged",9,7,"25 - 50 %","Predator","checked","","checked","","1,3,4,5","Imago","","","","","",NA,"Wespentaille",1,350,51,9,4550,4550,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Freude et al. (2006): 88","Freude et al. (2006): 88","Bauer (1974)","Bauer (1974)","Bauer (1974)","GAC, Ed. (2009)","Bauer (1974)","","",NA
"311",4558,"Elaphrinae","Elaphrini","","elaphrus","Elaphrus","riparius","Linn",1758,"Central Europe","widespread","AU,BE,BU,CT,CZ,DE,EN,FI,FR,GB,GE,HU,IT,LA,LT,MD,NL,NR,NT,PL,SK,SP,ST,SV,SZ,YU,ES,FE,IN,JA,KZ,MG,NC,WS","winged",8,5,"25 - 50 %","Predator","checked","","checked","","1,3,4","Imago","","","","","",NA,"Freude et al. (2006): 95, Wespentaille",1,350,51,9,4558,4558,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Chatenet (2005): 203, Lindroth (1985/86): 88","Chatenet (2005): 203, Lindroth (1985/86): 88","Bauer (1974)","Bauer (1974)","Bauer (1974)","GAC, Ed. (2009)","Bauer (1974)","","",NA
"312",4565,"Elaphrinae","Elaphrini","","elaphrus","Neoelaphrus","uliginosus","Fabricius",1792,"Central Europe","widespread","AU,BE,BU,CT,CZ,DE,EN,FI,FR,GE,GB,HU,IR,IT,LA,LT,MD,NL,NR,NT,PL,SK,ST,SV,SZ,YU,ES,FE,IN,KI,KZ,TD,TM,WS","winged",10,8,"25 - 50 %","Predator","checked","","checked","","1,4","Imago","","","","","",NA,"Lindroth (1945): 440, M?ller (1922-23): 45, Wespentaille",1,350,51,9,4565,4565,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Lindroth (1985/86): 87","Lindroth (1985/86): 87","Bauer (1974)","Bauer (1974)","Bauer (1974)","GAC, Ed. (2009)","Bauer (1974)","","",NA
"313",4566,"Elaphrinae","Elaphrini","","elaphrus","Elaphroterus","ullrichii","W. Redtenbacher",1842,"Central Europe","widespread","AU,BH,CZ,FR,GE,HU,IT,NL,PL,SK,SZ,UK","winged",8,6,"25 - 50 %","Predator","checked","","checked","","3","Imago","","","","","",NA,"incertae sedis, Gautier des Cottes (1963): 488, Wespentaille",1,350,51,9,4566,4566,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Freude et al. (2006): 88","Freude et al. (2006): 88","Bauer (1974)","Bauer (1974)","Bauer (1974)","GAC, Ed. (2009)","Bauer (1974)","","",NA
"314",4736,"Harpalinae","Harpalini","Anisodactylina","gynandromorphus","","etruscus","Quensel",1806,"Central Europe","","AL,AR,AU,BE,BH,BU,BY,CR,FR,GE,GG,GR,HU,IT,KZ,LA,LU,MA,MC,NL,PT,PL,ST,IN,KI,KZ,SY,TD,TM,IS,TR","winged",11,10,"","","","","","","","","","","","","",NA,"Jeannel (1963): 106",1,350,51,9,4736,4736,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","","","","","","","","","",NA
"315",4751,"Harpalinae","Harpalini","Harpalina","harpalus","Harpalus","affinis","Schrank",1781,"Central Europe","widespread","AB,AL,AN,AR,AU,BE,BH,BU,BY,CR,CT,CZ,DE,EN,FI,FR,GB,GE,GG,GR,HU,IR,IT,KZ,LA,LS,LT,LU,MC,MD,NL,NR,NT,PL,PT,RO,SK,SL,SP,ST,SV,SZ,TR,UK,YU,CY,ES,FE,IN,IS,KI,KZ,MG,NE,NC,TR,WS","winged",12,8,"10 - 25 %","Herbivore","","","","","1,7,8,9","Larva/Imago","","","checked","","checked",NA,"Zaballos (1996): 64",1,350,51,9,4751,4751,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Lindroth (1985/86): 351","Lindroth (1985/86): 351","Lindroth (1985/86): 351","Lindroth (1985/86): 351","","GAC, Ed. (2009)","Lindroth (1985/86): 351","","",NA
"316",4757,"Harpalinae","Harpalini","Harpalina","harpalus","Harpalus","albanicus","Reitter",1900,"Central Europe","widespread","AB,AL,AU,BH,BU,CR,CZ,FR,GE,GG,GR,HU,IT,KZ,MC,MD,RO,SK,SP,ST,TR,UK,YU,KZ","winged",9,7,"10 - 25 %","Herbivore","","","","","7,9","","","","","","",NA,"Jeannel (1941): 345",1,350,51,9,4757,4757,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Freude et al.(2006): 380","Jeannel (1942a): 689","Freude et al.(2006): 380","Freude et al.(2006): 380","","GAC, Ed. (2009)","","","",NA
"317",4771,"Harpalinae","Harpalini","Harpalina","harpalus","Harpalus","anxius","Duftschmid",1812,"Central Europe","widespread","AL,AU,BE,BH,BU,BY,CT,CR,CZ,DE,EN,FI,FR,GB,GE,GR,HU,IR,IT,KZ,LA,LT,LU,MC,MD,NL,NT,PL,RO,SK,SL,SP,ST,SV,SZ,TR,UK,YU,ES,KI,KZ,MG,WS,XIN","winged",8,6,"10 - 25 %","Herbivore","","","","","1,7,9","","","","","","",NA,"Jeannel (1941): 348",1,350,51,9,4771,4771,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Freude et al. (2006): 381","Lindroth (1985/86): 362","Freude et al. (2006): 381","Freude et al. (2006): 381","","GAC, Ed. (2009)","","","",NA
"318",4777,"Harpalinae","Harpalini","Harpalina","harpalus","Harpalus","atratus","Latreille",1804,"Central Europe","widespread","AB,AL,AR,AU,BE,BH,BU,CR,CZ,FR,GB,GE,GG,GR,HU,IT,LU,MC,MD,NL,PL,RO,SK,SL,SP,ST,SZ,TR,UK,YU,SY,TR","dimorphic",14,9,"10 - 25 %","Herbivore","","","","","6,7,9","","","","","","",NA,"",1,350,51,9,4777,4777,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Freude et al. (2006): 370","Turin (2000): 462","Freude et al. (2006): 370","Freude et al. (2006): 370","","GAC, Ed. (2009)","","","",NA
"319",4778,"Harpalinae","Harpalini","Harpalina","harpalus","Harpalus","attenuatus","Stephens",1828,"Central Europe","widespread","AB,AL,AR,BE,BH,BU,CR,FR,GB,GE,GG,GR,HU,IT,LU,MC,NL,PT,SP,ST,SZ,TR,UK,YU,AG,MO,MR,TU,CY,IN,IS,LE,SY,TM,TR","winged",10,7,"10 - 25 %","Herbivore","","","","","7,9","","","","","","",NA,"",1,350,51,9,4778,4778,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Freude et al. (2006): 372","Turin (2000): 462","Freude et al. (2006): 372","Freude et al. (2006): 372","","GAC, Ed. (2009)","","","",NA
"320",4779,"Harpalinae","Harpalini","Harpalina","harpalus","Harpalus","autumnalis","Duftschmid",1812,"Central Europe","widespread","AL,AU,BE,BH,BU,BY,CR,CT,CZ,FR,GE,HU,IT,KZ,LA,LT,LU,MC,MD,NL,PL,RO,SK,SL,SP,ST,SV,SZ,UK,YU","dimorphic",10,7,"10 - 25 %","Herbivore","","","","","1,7,8,9","Larva","","","","","checked",NA,"",1,350,51,9,4779,4779,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Lindroth (1985/86): 354, Freude et al. (2006): 374","Jeannel (1985/86): 682, Lindroth: 354","Lindroth (1985/86): 354","Lindroth (1985/86): 354","","GAC, Ed. (2009)","Lindroth (1985/86): 354","","",NA
"321",4795,"Harpalinae","Harpalini","Harpalina","harpalus","Pseudoophonus","calceatus","Duftschmid",1812,"Central Europe","widespread","AB,AR,AU,BE,BH,BU,BY,CR,CT,CZ,DE,EN,FI,FR,GB,GE,GG,GR,HU,IT,KZ,LA,LT,LU,MC,MD,NL,NR,PL,PT,RO,SK,SL,SP,ST,SV,SZ,TR,UK,YU,AF,ES,FE,HEB,JA,KI,KZ,LIA,MG,NC,SC,SCH,SHA,SHX,TD,TM,TR,UZ,WS,XIN,YUN","winged",15,10,"10 - 25 %","Herbivore","","","","","7,9","Larva","July","August","","","",NA,"",1,350,51,9,4795,4795,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Freude et al. (2006): 359","Lindroth (1985/86): 349","Freude et al. (2006): 359","Lindroth (1985/86): 349","","GAC, Ed. (2009)","Lindroth (1985/86): 349","","",NA
"322",4798,"Harpalinae","Harpalini","Harpalina","harpalus","Harpalus","caspius","Steven",1806,"Central Europe","widespread","AB,AR,AU,BU,CR,CZ,GE,GG,HU,MD,PL,RO,SK,SL,ST,UK,YU,IN,TR","winged",13,11,"10 - 25 %","Herbivore","","","","","7","","","","","","",NA,"",1,350,51,9,4798,4798,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Freude et al. (2006): 364","Freude et al. (2006): 364","Freude et al. (2006): 364","Freude et al. (2006): 364","","GAC, Ed. (2009)","","","",NA
"323",4799,"Harpalinae","Harpalini","Harpalina","harpalus","Cephalophonus","cephalotes","Fairmaire & Laboulbene",1854,"Central Europe","widespread","AR,AU,BE,BU,CZ,FR,GE,GG,HU,KZ,MD,PL,RO,SK,ST,UK,YU,IS,KZ,TR","winged",15,12,"10 - 25 %","Herbivore","","","","","","","","","","","",NA,"",1,350,51,9,4799,4799,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Freude et al. (2006): 358","Jeannel (1942a): 638,","Freude et al. (2006): 358","Freude et al. (2006): 358","","","","","",NA
"324",4824,"Harpalinae","Harpalini","Harpalina","harpalus","Harpalus","dimidiatus","P. Rossi",1790,"Central Europe","widespread","AB,AL,AU,BE,BH,BU,CR,FR,GB,GE,GR,HU,IT,LU,MC,NL,PT,RO","winged",14,11,"10 - 25 %","Herbivore","","","","","7,9","","","","","","",NA,"De la Fuente (1927): 227",1,350,51,9,4824,4824,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Freude et al. (2006): 364","Jeannel (1942a): 674","Freude et al. (2006): 364","Freude et al. (2006): 364","","GAC, Ed. (2009)","","","",NA
"325",4829,"Harpalinae","Harpalini","Harpalina","harpalus","Harpalus","distinguendus","Duftschmid",1812,"Central Europe","widespread","AB,AL,AR,AU,AZ,BE,BH,BU,BY,CR,CT,CZ,DE,EN,FI,FR,GE,GG,GR,HU,IR,IT,KZ,LA,LT,LU,MC,MD,NL,NR,NT,PL,PT,RO,SK,SL,SP,ST,SV,SZ,UK,YU,AG,CI,MO,MR,AF,CY,ES,IN,IS,KI,KZ,MG,SY,TD,TM,TR,UZ,WS,XIN,FE,HEI,NC,QIN","winged",11,7,"10 - 25 %","Herbivore","","","","","7,9","Imago","April","June","checked","","",NA,"Jeannel (1942a): 689, Freude et al.(2006): 380",1,350,51,9,4829,4829,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Freude et al. (2006): 367","Lindroth (1985/86): 351","Freude et al. (2006): 367","Freude et al. (2006): 367","","GAC, Ed. (2009)","Lindroth (1985/86): 351","Lindroth (1985/86): 351","",NA
"326",4840,"Harpalinae","Harpalini","Harpalina","harpalus","Harpalus","flavescens","Piller & Mitterpacher",1783,"Central Europe","widespread","AU,BE,BH,BY,CR,CT,CZ,DE,FI,FR,GE,HU,IT,KZ,LA","winged",13,11,"10 - 25 %","Herbivore","","","","","7,8,9","","March","September","","","",NA,"Reitter (1887): 247",1,350,51,9,4840,4840,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Lindroth (1985/86): 366","Lindroth (1985/86): 366","Lindroth (1985/86): 366","Lindroth (1985/86): 366","","GAC, Ed. (2009)","Lindroth (1985/86): 366","Lindroth (1985/86): 366","",NA
"327",4842,"Harpalinae","Harpalini","Harpalina","harpalus","Harpalus","flavicornis","Dejean",1829,"Central Europe","widespread","AB,AL,AR,AU,BH,BU,CR,CZ,GE,GG,GR,HU,IT,MC,MD,PL,RO,SK,SL,ST,SZ,TR,UK,YU,IN,TR","winged",9,7,"10 - 25 %","Herbivore","","","","","","","","","","","",NA,"",1,350,51,9,4842,4842,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Freude et al. (2006): 385","Freude et al. (2006): 385","Freude et al. (2006): 385","Freude et al. (2006): 385","","GAC, Ed. (2009)","","","",NA
"328",4847,"Harpalinae","Harpalini","Harpalina","harpalus","Harpalus","froelichii","Sturm",1818,"Central Europe","widespread","AB,AU,BE,BU,BY,CT,CZ,DE,ES,FR,GB,GE,GG,HU,IT,U,LA,LT,MD,NL,PL","winged",10,7,"10 - 25 %","Herbivore","","","","","6,7,8,9","Larva/Imago","May","September","checked","","checked",NA,"",1,350,51,9,4847,4847,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Lindroth (1985/86): 364","Lindroth (1985/86): 364","Lindroth (1985/86): 364","Freude et al. (2006): 361","","GAC, Ed. (2009)","Freude et al. (2006): 361","","",NA
"329",4851,"Harpalinae","Harpalini","Harpalina","harpalus","Harpalus","fuscipalpis","Sturm",1818,"Central Europe","widespread","AB,AR,AU,CT,CZ,GE,HU,MC,MD,SK,ST,UK,ES,KA,KI,KZ,MG,PA,QIN,TD,TM,TR,WS,XIN","winged",11,6,"10 - 25 %","Herbivore","","","","","","","","","","","",NA,"",1,350,51,9,4851,4851,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Antoine (1959): 412","Jeannel (1942a): 679","Antoine (1959): 412","Antoine (1959): 412","","","","","",NA
"330",4856,"Harpalinae","Harpalini","Harpalina","harpalus","Pseudoophonus","griseus","Panzer",1796,"Central Europe","widespread","AB,AR,AU,AZ,BE,BH,BU,BY,CR,CT,CZ,DE,EN,FI,FR,GB,GE,GG,GR,HU,IT,KZ,LA,LS,LT,LU,MA,MC,MD,NL,NR,PL,PT,RO,SK,SL,SP,ST,SV,SZ,UK,YU,AG,EG,MO,TU,AF,CY,ES,FE,GAN,HEI,IN,IQ,IS,JA,HA,HL,KI,KZ,LIA,NC,SC,SHA,SHG,SHN,SHX,TD,TM,TR,UZ,WS,XIN,YUN,ZHE","winged",11,9,"10 - 25 %","Omnivore","","","","","7,8,9","Larva","July","August","","","",NA,"",1,350,51,9,4856,4856,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Lindroth (1985/86): 348","Lindroth (1985/86): 348","Lindroth (1985/86): 348","Lindroth (1985/86): 348","","GAC, Ed. (2009)","Lindroth (1985/86): 348","Lindroth (1985/86): 348","",NA
"331",4860,"Harpalinae","Harpalini","Harpalina","harpalus","Harpalus","hirtipes","Panzer",1796,"Central Europe","widespread","AU,BU,BY,CT,CZ,DE,EN,FR,GE,HU,KZ,LA,LT,MD,PL,RO,SK,SL,ST,SV,SZ,UK,ES,KI,KZ,MG,WS,XIN","winged",15,12,"10 - 25 %","Herbivore","","","","","3,7,9","Larva/Imago","","","checked","","checked",NA,"",1,350,51,9,4860,4860,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Lindroth (1985/86): 365","Lindroth (1985/86): 365","Lindroth (1985/86): 365","Lindroth (1985/86): 365","","GAC, Ed. (2009)","Lindroth (1985/86): 365","","",NA
