"genus","species","newcarabids_habitatpreference_carabids_habitat","newmartin2019_overwintering_habitat_martin2019_habitat","newmartin2019_stratum_martin2019_habitat","newsesync_crops_sesync_habitat","newsesync_finalhabitat_sesync_habitat","newsesync_overwinter.location_sesync_habitat","newtamburini_habitat.breadth_tamburini_habitat","newtamburini_host.breadth..n..host.families._tamburini_habitat","newjeppsson_larval.host.plants..nr.._jeppsson_habitat","newjeppsson_overwintering.stage..adult.larvae._jeppsson_habitat","newjeppsson_substrate.utilization.breadth..nr.._jeppsson_habitat","newarthropodtraits_stratum_use_arthropodtraits_habitat","newarthropodtraits_stratum_use_short_arthropodtraits_habitat","newemerystickytrap_habitat_emerysticky_habitat","newemerypitfalltrap_habitat_emerypit_habitat"
"ophiomyia","simplex",NA,NA,NA,"asparagus officinalis","crop","host_plant","Crop specialist","1",NA,NA,NA,NA,NA,NA,NA
"ophonus","ardosiacus","79","natural margin crop","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ophonus","azureus","79","natural margin crop","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ophonus","brevicollis","9","natural margin crop","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ophonus","cordatus","79",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ophonus","cribricollis",NA,"natural margin crop","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ophonus","diffinis","19","natural margin crop","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,"g-h","u",NA,NA
"ophonus","laticollis","14679","natural margin crop","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ophonus","melletii","1679",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ophonus","parallelus","79",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ophonus","puncticeps","179","natural margin crop","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,"g-h","g",NA,NA
"ophonus","puncticollis","79",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ophonus","rufibarbis","134679","natural margin crop","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ophonus","rupicola","79",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ophonus","sabulicola","79",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ophonus","schaubergerianus","479","natural margin crop","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ophonus","stictus","1789",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ophonus","subsinuatus","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"oplosia","cinerea",NA,NA,NA,NA,NA,NA,NA,NA,"5","L","1",NA,NA,NA,NA
"orius","insidiosus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Canopy",NA
"orius","majusculus",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,"h-t","u",NA,NA
"orius","minutus",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,"h","h",NA,NA
"orius","niger",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,"h","h",NA,NA
"ostrinia","nubilalis",NA,NA,NA,"zea mays","crop","stems of host plant","Crop specialist","9",NA,NA,NA,NA,NA,NA,NA
"oulema","duftschmidi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"h","h",NA,NA
"oulema","gallaeciana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"h","h",NA,NA
"oulema","melanopus",NA,"natural margin","aerial","triticum aestivum","Generalist","brush","Habitat generalist","1",NA,NA,NA,"h","h",NA,NA
"oulema","sp.",NA,NA,NA,"triticum aestivum","Generalist","brush",NA,NA,NA,NA,NA,NA,NA,NA,NA
"oxybelus","uniglumis",NA,"natural margin","aerial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"oxymirus","cursor",NA,NA,NA,NA,NA,NA,NA,NA,"12","L","2",NA,NA,NA,NA
"oxyopes","heterophthalmus",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"oxyopes","mediterraneus",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"oxyopes","nigripalpis",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"oxyopes","ramosus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"h-t","u",NA,NA
"oxypoda","acuminata",NA,"natural margin crop","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,"g","g",NA,NA
"oxypoda","bicolor",NA,"natural margin crop","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"oxypoda","brachyptera",NA,"natural margin crop","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"oxypoda","brevicornis",NA,"natural margin crop","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"oxypoda","exoleta",NA,"natural margin crop","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"oxypoda","haemorrhoa",NA,"natural margin crop","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,"g","g",NA,NA
"oxypoda","longipes",NA,"natural margin crop","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,"g","g",NA,NA
"oxypoda","opaca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"g","g",NA,NA
"oxypoda","tarda",NA,"natural margin crop","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,"g","g",NA,NA
"oxypoda","umbrata",NA,"natural margin crop","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"oxypselaphus","obscurus","1456","natural margin crop","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ozyptila","claveata",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ozyptila","furcula",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ozyptila","pauxilla",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ozyptila","praticola",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,"g","g",NA,NA
"ozyptila","simplex",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,"g","g",NA,NA
"ozyptila","trux",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,"g","g",NA,NA
"pachycondyla","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pachycondyla","162",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pachycondyla","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pachycondyla","60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pachycondyla","97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pachycondyla","bucki",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pachycondyla","caffraria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pachycondyla","ferruginea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pachycondyla","harpax",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pachycondyla","impressa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pachycondyla","peringueyi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pachycondyla","pr.harpax",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pachycondyla","pumicosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pachycondyla","stigma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pachycondyla","striata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pachycondyla","tridentata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pachycondyla","wroughtonii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pachygnatha","clercki",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,"g","g",NA,NA
"pachygnatha","degeeri",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,"g","g",NA,NA
"pachygnatha","listeri",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pachymorphus","sp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ground"
"pachymorphus","sp2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ground"
"pachyta","lamed",NA,NA,NA,NA,NA,NA,NA,NA,"2","L","2",NA,NA,NA,NA
"paederus","brevipennis",NA,"natural margin crop","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,"g","g",NA,NA
"paederus","fuscipes",NA,"natural margin crop","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,"g","g",NA,NA
"paederus","littoralis",NA,"natural margin crop","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,"g","g",NA,NA
"panamomops","sulcifrons",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"paratrechina","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"paratrechina","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"paratrechina","141",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"paratrechina","63",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"paratrechina","92",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"paratrechina","94",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"paratrechina","97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"paratrechina","arenivaga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"paratrechina","longicornis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"paratrechina","phantasma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"paratrechina","sp.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"paratrechina","sp.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"paratrechina","sp.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"paratrechina","sp.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"paratrechina","umbra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"paratrechina","wojciki",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pardosa","",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pardosa","agrestis",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pardosa","agricola",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pardosa","amentata",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,"g-h","u",NA,NA
"pardosa","fulvipes",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pardosa","hortensis",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pardosa","lugubris",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,"g","g",NA,NA
"pardosa","maisa",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pardosa","paludicola",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,"g","g",NA,NA
"pardosa","palustris",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,"g","g",NA,NA
"pardosa","prativaga",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,"g","g",NA,NA
"pardosa","proxima",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pardosa","pullata",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,"g","g",NA,NA
"pardosa","saltans",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"parophonus","dejeani",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"parophonus","maculicornis",NA,"natural margin crop","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"parophonus","mendax",NA,"natural margin crop","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"passaloecus","",NA,"natural margin","aerial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"passaloecus","corniger",NA,"natural margin","aerial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"passaloecus","eremita",NA,"natural margin","aerial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"passaloecus","gracilis",NA,"natural margin","aerial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"passaloecus","insignis",NA,"natural margin","aerial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"passaloecus","turionum",NA,"natural margin","aerial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"patrobus","assimilis","2345",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"patrobus","atrorufus","13459","natural margin crop","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"patrobus","septentrionis","345",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pedostrangalia","pubescens",NA,NA,NA,NA,NA,NA,NA,NA,"1","L","2",NA,NA,NA,NA
"pedostrangalia","revestita",NA,NA,NA,NA,NA,NA,NA,NA,"3","L","2",NA,NA,NA,NA
"pelecopsis","bucephala",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pelecopsis","elongata",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pelecopsis","inedita",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pelecopsis","mengei",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pelecopsis","parallela",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,"g-h","u",NA,NA
"pelecopsis","radicicola",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pemphredon","",NA,"natural margin","aerial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pemphredon","baltica",NA,"natural margin","aerial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pemphredon","inornata",NA,"natural margin","aerial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pemphredon","lethifer",NA,"natural margin","aerial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pemphredon","lugubris",NA,"natural margin","aerial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pemphredon","rugifera",NA,"natural margin","aerial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pentatoma","rufipes",NA,"natural margin crop","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,"t","t",NA,NA
"phalangium","opilio",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pheidole","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pheidole","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pheidole","102",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pheidole","104",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pheidole","105",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pheidole","108",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pheidole","109",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pheidole","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pheidole","111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pheidole","115",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pheidole","128",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pheidole","130",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pheidole","137",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pheidole","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pheidole","149",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pheidole","152",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pheidole","153",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pheidole","157",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pheidole","167",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pheidole","170",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pheidole","174",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pheidole","175",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pheidole","185",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pheidole","194",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pheidole","197",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pheidole","199",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pheidole","206",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pheidole","26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pheidole","28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pheidole","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pheidole","32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pheidole","36",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pheidole","38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pheidole","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pheidole","55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pheidole","56",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pheidole","59",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pheidole","60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pheidole","62",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pheidole","63",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pheidole","65",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pheidole","83",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pheidole","88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pheidole","99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pheidole","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pheidole","B gp. sp. SS 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pheidole","B gp. sp. SS 2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pheidole","B gp. sp. SS 3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pheidole","B gp. sp. SS 4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pheidole","adrianoi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pheidole","angulifera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pheidole","californica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pheidole","cocciphaga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pheidole","dasypyx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pheidole","dentata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pheidole","floridana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pheidole","fracticeps",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pheidole","gertrudae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pheidole","glomericeps",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pheidole","harrisonfordi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pheidole","hospes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pheidole","jelskii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pheidole","lash9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pheidole","mendicula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pheidole","metallescens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pheidole","moerens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pheidole","morrisii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pheidole","multispina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pheidole","nodus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pheidole","oxyops",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pheidole","pallidula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pheidole","pieli",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pheidole","pyriformis gp. sp. SS 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pheidole","rugiceps",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pheidole","schwarzmaieri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pheidole","sensitiva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pheidole","sexspinosa biroi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pheidole","sp. 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pheidole","sp. 13 aff. tricolor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pheidole","sp. 14 aff. gambogia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pheidole","sp. 18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pheidole","sp. 2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pheidole","sp. 24 aff. amber",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pheidole","sp. 25 aff. sexspinosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pheidole","sp. 26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pheidole","sp. 3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pheidole","sp. 30 aff. sexspinosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pheidole","sp. 4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pheidole","sp. 5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pheidole","sp. 6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pheidole","sp. 7 aff. gambogia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pheidole","sp.01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pheidole","sp.03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pheidole","sp.07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pheidole","sp.08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pheidole","sp.09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pheidole","sp.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pheidole","sp.10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
