scope,species,question,answer,unknown,known,question last word
Predation and movement ability - Body size,alopecosa cuneata,how big are alopecosa fabrilis?,"males 10 to 12 mm (0), females 11 to 147 mm (0), leg span up to 5 cm adult females typically grow to 1316 mm (0), some reaching 18 mm males can reach up to 16 mm (0)",0,1,big
Predation and movement ability - Body size,alopecosa fabrilis,how big are alopecosa pulverulenta?,"6 bis 8 millimeter beim mnnchen (1), 33110 mm 5 to 10 mm female 7 to 11 mm (0), male 5 to 8 mm total length 66160 mm 43 mm long (0), 31 mm wide 6510 mm (0), 58 mm 65 bis 10 millimeter beim weibchen (0)",0,1,big
Predation and movement ability - Body size,alopecosa pulverulenta,how big are amara aenea?,6288 mm 65  9mm 7 mm 7 mm long 65 to 85 mm 8mm 68 mm (0),0,1,big
Predation and movement ability - Body size,amara aenea,how big are amara apricaria?,65 to 93 mm 7085 mm (0),0,1,big
Predation and movement ability - Body size,amara apricaria,how big are amara aulica?,58255 mm 110143 mm 119 mm (0),0,1,big
Predation and movement ability - Body size,amara aulica,how big are amara bifrons?,575 mm 5575 mm 5374 mm (0),0,1,big
Predation and movement ability - Body size,amara bifrons,how big are amara communis?,6 to 8 mm 68 mm 4350 mm 6075 mm (0),0,1,big
Predation and movement ability - Body size,amara communis,how big are amara convexior?,659mm 6585 mm 79 mm (0),0,1,big
Predation and movement ability - Body size,amara convexior,how big are amara curta?,"73cms 29inches (1), 129cms 51inches (1), 152cms 60inches (1), 213cms 84inches (1), 228cms 90inches (1), 274cms 108inches (1), 50 x 96 pulgadas (1), 4 mm (1), 14 length (1), 12 bust (1), 2436 inches (1), up to 4 feet (1)",0,1,big
Predation and movement ability - Body size,amara curta,how big are amara equestris?,"810 mm (1), 1012 mm (1), 1114 mm (1), 8 (1), 612 (1), 0 mm (1), 78mm 814 mm (0)",0,1,big
Predation and movement ability - Body size,amara equestris,how big are amara eurynota?,95125 mm approximately 115mm (0),0,1,big
Predation and movement ability - Body size,amara famelica,how big are amara famelica?,unknown (25),1,0,big
Predation and movement ability - Body size,amara famelica,how big are amara familiaris?,57 mm 5672 mm 5572 mm long (0),0,1,big
Predation and movement ability - Body size,amara ingenua,how big are amara ingenua?,unknown (25),1,0,big
Predation and movement ability - Body size,amara ingenua,how big are amara kulti?,"675 mm (1), 8595 mm (1), 85100 mm (1), 9011 mm (1), 7080 mm (1), 8 mm (1), 96 mm (1), 8 bis 10 mm (1)",0,1,big
Predation and movement ability - Body size,amara lunicollis,how big are amara lunicollis?,75 to 9 mm long 73 to 90 mm 759 mm (0),0,1,big
Predation and movement ability - Body size,amara lunicollis,how big are amara majuscula?,unknown (23),1,0,big
Predation and movement ability - Body size,amara majuscula,how big are amara montivaga?,89 mm long 74 mm 9 mm (0),0,1,big
Predation and movement ability - Body size,amara montivaga,how big are amara ovata?,"females measure about 10  11mm (1), males are 9  10 mm 7893 mm 89mm long up to 95mm 7510 mm (0)",0,1,big
Predation and movement ability - Body size,amara ovata,how big are amara plebeja?,6 to 8 mm 8 mm 6378 mm (0),0,1,big
Predation and movement ability - Body size,amara plebeja,how big are amara similata?,89mm (1),0,1,big
Predation and movement ability - Body size,amara similata,how big are amara tricuspidata?,6585 mm 68 mm 6585 mm 6585 mm 611 mm (0),0,1,big
Predation and movement ability - Body size,amblystomus niger,how big are amblystomus niger?,unknown (25),1,0,big
Predation and movement ability - Body size,amblystomus niger,how big are amischa analis?,"024 mm (1), 20 to 25 mm 053 mm (0)",0,1,big
Predation and movement ability - Body size,amischa analis,how big are amischa decipiens?,unknown (23),1,0,big
Predation and movement ability - Body size,amischa nigrofusca,how big are amischa nigrofusca?,unknown (24),1,0,big
Predation and movement ability - Body size,anchomenus dorsalis,how big are anchomenus dorsalis?,5677 mm 89 mm 68 mm 58 to 78 mm 58 bis 75 mm 69 mm long (0),0,1,big
Predation and movement ability - Body size,anchomenus dorsalis,how big are ancistrocerus antilope?,"09 mm wide (1), 34 inch 10mm to 15mm 039 to 059 28 mm long (0)",0,1,big
Predation and movement ability - Body size,ancistrocerus claripennis,how big are ancistrocerus claripennis?,unknown (24),1,0,big
Predation and movement ability - Body size,ancistrocerus claripennis,how big are ancistrocerus gazella?,"68 mm 1819 mm length about 10 mm 711 mm about 15 mm long female 1115 mm (0), male 79 mm 712 mm (0)",0,1,big
Predation and movement ability - Body size,ancistrocerus nigricornis,how big are ancistrocerus nigricornis?,"6 to 10 millimetres in males (1), 9 to 13 millimetres in females 75105 mm (0), 1013 mm 12 mm (0)",0,1,big
Predation and movement ability - Body size,ancistrocerus parietum,how big are ancistrocerus parietum?,"females 10 to 13mm (1), males 8 to 11mm 65100 mm about 15mm long 7 to 12mm (0)",0,1,big
Predation and movement ability - Body size,anisodactylus binotatus,how big are anisodactylus binotatus?,1013 mm 039050 in 122 mm 92 to 128 mm (0),0,1,big
Predation and movement ability - Body size,anisodactylus binotatus,how big are anisodactylus nemorivagus?,810mm 913 mm (0),0,1,big
Predation and movement ability - Body size,anisodactylus nemorivagus,how big are anisodactylus signatus?,100 to 135 mm 13 mm 1113 mm (0),0,1,big
Predation and movement ability - Body size,anisodactylus signatus,how big are anotylus insecatus?,"5 mm (1), 4049 mm 45 mm 48 mm 34 mm aproximadamente 4 (0)",0,1,big
Predation and movement ability - Body size,anotylus insecatus,how big are anotylus rugosus?,38 mm 41 to 53 mm 4555 mm 53 mm 41 to 53 mm 4550 mm (0),0,1,big
Predation and movement ability - Body size,anotylus sculpturatus,how big are anotylus sculpturatus?,34 mm 4 mm (0),0,1,big
Predation and movement ability - Body size,anotylus sculpturatus,how big are anotylus tetracarinatus?,1521 mm 17 to 21 mm 195 x 055 mm 118 mm 17 to 21 millimeters (0),0,1,big
Predation and movement ability - Body size,anthobium atrocephalum,how big are anthobium atrocephalum?,335 mm 475 mm long 3mm 3035 mm (0),0,1,big
Predation and movement ability - Body size,anthobium atrocephalum,how big are antistea elegans?,"2343 mm 25 to 4 mm 25 bis 3 (0), 5 mm 220 mm long 133 mm long (0)",0,1,big
Predation and movement ability - Body size,aphidius avenae,how big are aphidius avenae?,unknown (25),1,0,big
Predation and movement ability - Body size,aphidius avenae,how big are aphidius ervi?,23 mm 45 mm less than 18 inch 32 mm long 18 inch 3 mm or less in length (0),0,1,big
Predation and movement ability - Body size,aphidius ervi,how big are aphidius rhopalosiphi?,unknown (24),1,0,big
Predation and movement ability - Body size,aphidius uzbekistanicus,how big are aphidius uzbekistanicus?,unknown (24),1,0,big
Predation and movement ability - Body size,aphidius uzbekistanicus,how big are aphidoletes aphidimyza?,23 mm up to 3 mm 116 inch long 18 inch 32 mm (0),0,1,big
Predation and movement ability - Body size,aphidoletes aphidimyza,how big are aphis craccivora?,"11623 mm winged females are up to 22 mm long (0), wingless females are a little smaller 1420 mm (0)",0,1,big
Predation and movement ability - Body size,aphis craccivora,how big are aphis glycines?,"175 mm for virginoparous alata (1), 1217 mm 189 mm for virginoparous aptera (0), 202 mm approximately 116 inch long (0)",0,1,big
Predation and movement ability - Body size,aphis glycines,how big are aphodius tasmaniae?,unknown (20),1,0,big
Predation and movement ability - Body size,aphodius tasmaniae,how big are apostenus fuscus?,"3 mm (2), male 2733 mm (1), 7 do 3 (1), 5 mm (1), samice od 3 do 4 (1), female 339 mm samce od 2 (0)",0,1,big
Predation and movement ability - Body size,apostenus fuscus,how big are araeoncus humilis?,"prosoma 072084 cm long (1), 142 mm 14 to 18 mm 14 to 16 mm 1519 cm (0), 058064 cm wide 256 mm (0), 219 mm 1317 mm (0)",0,1,big
Predation and movement ability - Body size,araneus diadematus,how big are araneus diadematus?,"adult females range in length from 65 to 20 mm 026 to 079 in (1), while males range from 55 to 13 mm 022 to 051 in (1)",0,1,big
Predation and movement ability - Body size,arctosa leopardus,how big are arctosa leopardus?,"body length male 57 mm (1), body length female 8510 mm 5 to 10 mm 45 to 16 mm 04516 cm 018063 in (0)",0,1,big
Predation and movement ability - Body size,arctosa leopardus,how big are argenna subnigra?,"mnnchen 2 (1), 2045 mm weibchen 2 (0), 545 mm (0), 025 mm (0)",0,1,big
Predation and movement ability - Body size,argenna subnigra,how big are asaphes suspensus?,13 mm 1 mm 12 mm (0),0,1,big
Predation and movement ability - Body size,asaphes suspensus,how big are asaphidion flavipes?,40 to 48 mm 45mm 4 or 5 mm size  5mm 56 mm 47 mm (0),0,1,big
Predation and movement ability - Body size,asaphidion stierlini,how big are asaphidion stierlini?,"4 mm (3), 45 mm (2), 45 mm (2), 39 mm (1), 5 mm (1), 47 mm (1), 3039 mm (1)",0,1,big
Predation and movement ability - Body size,asaphidion stierlini,how big are asthenargus paganus?,"1520 mm (1), 1623 mm (1), 15 to 18 mm (1), 16 mm (1)",0,1,big
Predation and movement ability - Body size,asthenargus paganus,how big are atheta celata?,1324 mm 1720 mm 26 millimeter 006 mg dry weight (0),0,1,big
Predation and movement ability - Body size,atheta celata,how big are atheta crassicornis?,"233 mm (1), 226 mm (1), 2835 mm (1), 2728 mm (1), 243 mm (1)",0,1,big
Predation and movement ability - Body size,atheta crassicornis,how big are atheta fungi?,24 to 28 mm 34 mm (0),0,1,big
Predation and movement ability - Body size,atheta fungi,how big are atheta macrocera?,unknown (22),1,0,big
Predation and movement ability - Body size,atheta macrocera,how big are atheta orbata?,152 mm 2 to 3 mm 125 mm (0),0,1,big
Predation and movement ability - Body size,atheta orbata,how big are atheta triangulum?,"26 times more massive than the sun (1), ten times the radius of the sun (1), 2835 mm (1), 364 mm (1), 65 times the suns luminosity 345 mm (0)",0,1,big
Predation and movement ability - Body size,atheta triangulum,how big are aulonia albimana?,"female 4 to 45 mm (1), male 35 to 4 mm males 3841 mm (0), females 4144 mm bis zu 4 (0), 5 millimetern maximal 4 (0), 5 millimetern up to 45 mm (0)",0,1,big
Predation and movement ability - Body size,aulonia albimana,how big are auplopus carbonarius?,10 millimeters approximately 12 to 34 inch about 2 inches long (0),0,1,big
Predation and movement ability - Body size,auplopus carbonarius,how big are bactrocera oleae?,"45 mm (3), 35 to 45 mm (1), 45 mm 5 mm long (0), 10 mm wingspan 4352 mm 45 mm 14 inch long (0)",0,1,big
Predation and movement ability - Body size,bactrocera oleae,how big are badister bullatus?,48 to 65 mm 5 to 65 mm 565mm 46 mm (0),0,1,big
Predation and movement ability - Body size,badister bullatus,how big are badister lacertosus?,57 mm 56 mm 7 mm (0),0,1,big
Predation and movement ability - Body size,badister lacertosus,how big are badister meridionalis?,unknown (22),1,0,big
Predation and movement ability - Body size,badister meridionalis,how big are badister sodalis?,37 to 59 mm (0),0,1,big
Predation and movement ability - Body size,badister sodalis,how big are baryphyma trifrons?,"body length male 182 mm (1), body length female 1924 mm (1)",0,1,big
Predation and movement ability - Body size,baryphyma trifrons,how big are bathyphantes gracilis?,"body length male 152 mm (1), 0 bis 2 (1), 5 mm (1), mnnchen 1 (1), 5 bis 2 (1), 0 mm (1), body length female 1925 mm 25 to 45 millimeters (0), 2 to 35 millimeters weibchen 2 (0)",0,1,big
Predation and movement ability - Body size,bathyphantes gracilis,how big are bathyphantes parvulus?,"8 bis 2 (1), 6 mm (1), mnnchen 1 (1), 7 bis 2 (1), 2 mm (1), 223 mm weibchen 1 (0)",0,1,big
Predation and movement ability - Body size,bathyphantes parvulus,how big are bembidion aeneum?,"18  26 mm (1), 29  32 mm (1), 35 to 45 mm 45 mm 34 to 45 mm 3545 millimeter 28  34 mm 170 mm (0)",0,1,big
Predation and movement ability - Body size,bembidion aeneum,how big are bembidion biguttatum?,35 to 45 mm 4mm 5mm ca 4 millimeter 3543 mm 3543 mm (0),0,1,big
Predation and movement ability - Body size,bembidion biguttatum,how big are bembidion gilvipes?,25 to 28 mm 210 mm 28 mm 34 mm (0),0,1,big
Predation and movement ability - Body size,bembidion gilvipes,how big are bembidion guttula?,2838 mm 3 mm 33 mm (0),0,1,big
Predation and movement ability - Body size,bembidion guttula,how big are bembidion lampros?,34mm 35 mm 39 mm 3044 mm long (0),0,1,big
Predation and movement ability - Body size,bembidion lampros,how big are bembidion latinum?,5  65 mm 52 mm 345 mm 5 mm 47 mm 28 mm (0),0,1,big
Predation and movement ability - Body size,bembidion latinum,how big are bembidion lunulatum?,354mm 31 to 42 mm 3543 mm 3543 mm (0),0,1,big
Predation and movement ability - Body size,bembidion lunulatum,how big are bembidion obliquum?,3544 mm 39 mm 45 mm 3344 mm 35 mm 210 mm (0),0,1,big
Predation and movement ability - Body size,bembidion obliquum,how big are bembidion obtusum?,31 mm 32 mm 25 mm 28 to 36 mm 33 mm 335 mm 33 mm (0),0,1,big
Predation and movement ability - Body size,bembidion obtusum,how big are bembidion properans?,unknown (23),1,0,big
Predation and movement ability - Body size,bembidion properans,how big are bembidion quadrimaculatum?,2834 mm 34 mm 25 to 36 mm 3 mm 2835 millimeter 23 mm long (0),0,1,big
Predation and movement ability - Body size,bembidion quadrimaculatum,how big are bembidion tetracolum?,5mm 56mm long 3844 mm 49 to 63 mm 56 millimeter 3 to 5mm 46 mm (0),0,1,big
Predation and movement ability - Body size,bembidion tetracolum,how big are blemus discus?,4455 mm 51 mm 4555 mm (0),0,1,big
Predation and movement ability - Body size,blemus discus,how big are bolitobius cingulatus?,612 mm 88 mm 68 to 97 mm 10 mm 79 mm (0),0,1,big
Predation and movement ability - Body size,bolitobius cingulatus,how big are brachinus crepitans?,7 to 105 mm 028 to 040 in up to one inch in length (0),0,1,big
Predation and movement ability - Body size,brachinus crepitans,how big are brachinus explodens?,unknown (23),1,0,big
Predation and movement ability - Body size,brachinus psophia,how big are brachinus psophia?,unknown (22),1,0,big
Predation and movement ability - Body size,brachinus sclopeta,how big are brachinus sclopeta?,unknown (21),1,0,big
Predation and movement ability - Body size,brachinus sclopeta,how big are brevicoryne brassicae?,"25 mm (1), 1927 mm 20 to 25 mm 01 in (0)",0,1,big
Predation and movement ability - Body size,busseola fusca,how big are busseola fusca?,3540 mm 2535 mm 2540 mm up to 40 mm (0),0,1,big
Predation and movement ability - Body size,busseola fusca,how big are cacoxenus indagator?,25 mm 3 millimeters about 3mm 3mm 34 mm (0),0,1,big
Predation and movement ability - Body size,cacoxenus indagator,how big are calathus ambiguus?,812 mm 85  115 mm (0),0,1,big
Predation and movement ability - Body size,calathus ambiguus,how big are calathus cinctus?,68 mm 7  85 millimeters (0),0,1,big
Predation and movement ability - Body size,calathus cinctus,how big are calathus erratus?,812 mm 8512 mm (0),0,1,big
Predation and movement ability - Body size,calathus erratus,how big are calathus fuscipes?,10 to 14 mm 1215 mm 1014mm long (0),0,1,big
Predation and movement ability - Body size,calathus melanocephalus,how big are calathus melanocephalus?,6 to 9 mm 68 mm 89 mm 85 mm 10 mm (0),0,1,big
Predation and movement ability - Body size,calathus micropterus,how big are calathus micropterus?,unknown (23),1,0,big
Predation and movement ability - Body size,calathus micropterus,how big are callicerus obscurus?,2 mm 35 mm 25 to 30 mm 355 mm 39 mm (0),0,1,big
Predation and movement ability - Body size,callicerus obscurus,how big are callistus lunatus?,47 mm 427 mm 657 mm (0),0,1,big
Predation and movement ability - Body size,carabus auratus,how big are carabus auratus?,17 to 20 cm about 1 12 inches long 2 to 3 cm 1730 mm (0),0,1,big
Predation and movement ability - Body size,carabus auratus,how big are carabus auronitens?,1832 millimeters 071126 in 24 mm (0),0,1,big
Predation and movement ability - Body size,carabus auronitens,how big are carabus cancellatus?,1732 mm 067126 in 2027 mm (0),0,1,big
Predation and movement ability - Body size,carabus cancellatus,how big are carabus convexus?,1420 mm (1),0,1,big
Predation and movement ability - Body size,carabus convexus,how big are carabus coriaceus?,40 mm 336 mm 3040 mm (0),0,1,big
Predation and movement ability - Body size,carabus coriaceus,how big are carabus glabratus?,2330mm up to 30mm (0),0,1,big
Predation and movement ability - Body size,carabus glabratus,how big are carabus granulatus?,14 to 20 mm 1623 mm 1624 mm 56 mm 17 to 32 mm (0),0,1,big
Predation and movement ability - Body size,carabus granulatus,how big are carabus monilis?,2226 mm long about an inch 2225mm long 25 cm long (0),0,1,big
